szerzõ,cím,,,leltári_szám,vonalkód,,,ISBN_szám,beszerzés_dátuma,kiadás_éve,szállító
"Crane, Elizabeth",Múlt idõk rabja,,,2-003622,2847832,,,9637709673,    .  .  ,1993,???
,Játszik a család : 100 játékötlet szükõknek és gyerekeknek,,,2-003624,2879574,,,9637710310,    .  .  ,1993,???
Jókai Mór,Elbeszélések,,,2-003625,2858227,,,9637519521,    .  .  ,1994,???
Jókai Mór,Elbeszélések,,,2-003626,2858272,,,9637519521,    .  .  ,1994,???
"May, Karl",A fekete táltos : kalandozások az indiánok földjén,,,2-003627,2861364,,,9638354070,    .  .  ,1993,???
Móra Ferenc,Ének a búzamezõkrõl,,,2-003628,2862484,,,9631170136,    .  .  ,1993,???
Nemere István,Gyémántvadászok,,,2-003629,2864570,,,9631170209,    .  .  ,1993,???
Bedécs Gyula,Gyõr-Moson-Sopron megye települései,,,2-003630,2869322,,,963758630X,    .  .  ,1994,???
Aczél Géza,Ötven nagyon fontos regény,,,2-003631,2880075,,,9638516356,    .  .  ,1994,???
"Knight, Eric",Lassie hazatér,,,2-003632,2860008,,,9638396474,    .  .  ,1995,???
"Montgomery, Lucy Maud",Váratlan utazás [1],,,2-003633,2862453,,,9636540209,    .  .  ,1995,???
"Steel, Danielle",Vele vagy nélküle,,,2-003635,2866079,,,9630757737,    .  .  ,1995,???
,111 híres külföldi regény,,,2-003636/01,2880273,,,9631172384,    .  .  ,1995,???
,111 híres külföldi regény,,,2-003636/02,2880266,,,9631172384,    .  .  ,1995,???
"Disney, Walt",A dzsungel könyve,,,2-003639,2873596,,,9638399449,    .  .  ,1994,???
Móra Ferenc,Nagyapó állatai,,,2-003640,2870847,,,8071490741,    .  .  ,1994,???
Benedek Elek,Szélelyföldi mondák és mesék,,,2-003641,2871424,,,973260333X,    .  .  ,1993,???
"Disney, Walt","Arielle, a kis hableány",,,2-003642,2872421,,,9638399341,    .  .  ,1994,???
"Disney, Walt",Hamupipõke,,,2-003643,2872476,,,9638399805,    .  .  ,1995,???
"Cook, Robin",Agy,,,2-003644,2848082,,,9637930833,    .  .  ,1994,???
Jókai Mór,Elbeszélések,,,2-003645,2858326,,,9637519521,    .  .  ,1994,???
Donkó László,Édesanyám rózsafa : anyák napi mûsor,,,2-003647,2870090,,,,    .  .  ,1995,???
Lázár Katalin,Óriás rejtvényfejtõ lexikon,,,2-003649,2884127,,,9638053143,    .  .  ,1995,???
Benedek Elek,Az aranyalma,,,2-003650,2873671,,,9638538805,    .  .  ,1995,???
Benedek Elek,Hazánk története : Történelmi olvasókönyv,,,2-003651,2884202,,,9638538600,    .  .  ,1995,???
"Courths-Mahler, Hedwig",Rudolf bácsi öröksége,,,2-003652,2847931,,,9638060191,    .  .  ,1995,???
"Hirata, Shogo",Ali Baba és a negyven rabló,,,2-003653,2872124,,,9636050821,    .  .  ,1995,???
Illyés Gyula,Kacor király és más mesék,,,2-003654,2873411,,,9638492104,    .  .  ,1995,???
Borbély János,Kisalföldi kalendárium 1995,,,2-003655,2859415,,,,    .  .  ,1994,???
Fekete Gyula,"Verses gyerekszínpad : iskolai ünnepségekre, anyák napjára",,,2-003656,2870243,,,9638129360,    .  .  ,1993,???
Fekete Gyula,Esztendõre vagy kettõre,,,2-003657,2854298,,,9638129352,    .  .  ,1993,???
"Dumas, Alexandre",Korzikai testvérek ; Herminie,,,2-003658,2853413,,,9638129204,    .  .  ,1993,???
Barsi Ernõ,Daloló Szigetköz,,,2-003659,2875408,,,9630451573,    .  .  ,1995,???
Benedek Elek,Nagy mesekönyv,,,2-003661,2873619,,,9635830157,    .  .  ,1994,???
"Heinrich, Marc",365 esti mese,,,2-003662,2870762,,,9638521449,    .  .  ,1994,???
,A bambuszhercegnõ,,,2-003663,2870519,,,9636050201,    .  .  ,1994,???
,A halászfiú és a teknõsbéka,,,2-003664,2870465,,,963605021X,    .  .  ,1994,???
"Baresch, Martin",Kalandos történetek,,,2-003666,2871523,,,963839952X,    .  .  ,1994,???
Gálik Péter,"Diák Murphy, avagy A problémák kezdete nem esik egybe  a felnõttkor kezdetével",,,2-003668,2856483,,,963846626X,    .  .  ,1995,???
Benedek Elek,Nagy mesekönyv,,,2-003669,2873350,,,9635830181,    .  .  ,1994,???
Tárnok Zoltán,Curriculum vitae : 30 kortárs magyar író önéletrajza,,,2-003670,2880563,,,9638464305,    .  .  ,1995,???
Fedor Ágnes,Állatóvoda,,,2-003671,2870663,,,9631172716,    .  .  ,1995,???
Gárdonyi Géza,Állatmesék,,,2-003672,2872322,,,9638278064,    .  .  ,1995,???
Hegedûs Mária,Körkép : huszonhárom mai magyar író kisprózája,,,2-003673,2859910,,,,    .  .  ,1995,???
Sütõ András,Színmûvek / Sütõ András,,,2-003674,2866260,,,963056890X,    .  .  ,1995,???
Bán Zoltán András,Szép versek 1995,,,2-003675,2866680,,,,    .  .  ,1995,???
Vámos Miklós,Anya csak egy van,,,2-003676,2868349,,,9637853391,    .  .  ,2006,???
,66 híres magyar regény,,,2-003678,2880624,,,9631172392,    .  .  ,1995,???
Fürstné Kólyi Erzsébet,Hogyan viselkedjem?: Hasznos tanácsok tizenéveseknek és szüleiknek,,,2-003680,2876399,,,9638332123,    .  .  ,1990,???
"Pease, Allan",Testbeszéd : gondolatolvasás gesztusokból,,,2-003681,2874371,,,963530157X,    .  .  ,1995,???
"Pease, Allan",Szó-beszéd : A társalgás mûvészete,,,2-003682,2874425,,,9635301189,    .  .  ,1995,???
Nyírõ József,A sibói bölény,,,2-003683,2863252,,,9638199806,    .  .  ,1995,???
Karinthy Frigyes,Így láttátok ti,,,2-003684,2859293,,,9638199113,    .  .  ,1994,???
Zsigri Gyula,21 válogatott kártyajáték,,,2-003685,2879628,,,9638199075,    .  .  ,1993,???
"Chester, Pamela",A szerelem útvesztõi,,,2-003686,2848273,,,9638199482,    .  .  ,1993,???
Tömörkény István,Rónasági csodák,,,2-003687,2868271,,,9638199172,    .  .  ,1996,???
Móra Ferenc,Csilicsali Csalavári Csalavér,,,2-003688,2873435,,,9638199253,    .  .  ,1994,???
Benedek Elek,"Karácsonyfa : Versek, mesék gyerekeknek",,,2-003689,2871271,,,9638199431,    .  .  ,1993,???
Gaál Mózes,Achilles haragja,,,2-003690,2870571,,,963819944X,    .  .  ,1993,???
"Dahl, Roald",Meghökkentõ mesék,,,2-003691,2854540,,,9638199466,    .  .  ,1986,???
"Tolkien, John Ronald Reuel",A gyûrû keresése,,,2-003692,2867823,,,9638199725,    .  .  ,1995,???
"Aytüre-Scheele, Zülal",Csodálatos origami : Papírhajtogatás kicsiknek és nagyoknak,,,2-003693,2875590,,,9638199695,    .  .  ,1995,???
"Doyle, Arthur Conan",A bíborvörös dolgozószoba,,,2-003694,2853543,,,9638199105,    .  .  ,1993,???
"Doyle, Arthur Conan",A négyek jele : Sherlock Holmes 2,,,2-003695,2853529,,,9638199393,    .  .  ,1993,???
Rejtõ Jenõ,Bradley Tamás visszaüt,,,2-003696,2864037,,,963819927X,    .  .  ,1993,???
Rejtõ Jenõ,A megkerült cirkáló,,,2-003697,2863825,,,9638199717,    .  .  ,1995,???
Rejtõ Jenõ,Az ellopott futár,,,2-003698,2863429,,,9638199326,    .  .  ,1993,???
Rejtõ Jenõ,Az elõretolt helyõrség,,,2-003699,2863474,,,9638199318,    .  .  ,1993,???
Rejtõ Jenõ,"A detektív, a cowboy és a légió",,,2-003700,2864020,,,9638199121,    .  .  ,1993,???
Rejtõ Jenõ,Ezen egy éjszaka,,,2-003701,2863573,,,9638199334,    .  .  ,1993,???
Rejtõ Jenõ,A néma revolverek városa,,,2-003702,2863979,,,9638199296,    .  .  ,1993,???
Rejtõ Jenõ,A fehér folt,,,2-003703,2863627,,,9638199342,    .  .  ,1993,???
Rejtõ Jenõ,A három légionista,,,2-003704,2863726,,,9638199407,    .  .  ,É.N.,???
Sinkó Ferenc,Édesanyámnak szeretettel,,,2-003705,2853383,,,9631172708,    .  .  ,1995,???
Vadai István,Kötelezõk röviden 1. : kötelezõ olvasmányok a középiskolák I. osztálya számára,,,2-003706,2860060,,,9638199814,    .  .  ,1995,???
Vadai István,Kötelezõk röviden 2. : Kötelezõ olvasmányok a középiskolák II. osztálya számára,,,2-003707,2859026,,,9638199857,    .  .  ,1995,???
Vadai István,Kötelezõk röviden 3. : Kötelezõ olvasmányok a középiskolák III. osztálya számára,,,2-003708,2859569,,,9638199865,    .  .  ,É.N.,???
Vadai István,Kötelezõk röviden 3. : kötelezõ olvasmányok a középiskolák IV. osztálya számára,,,2-003709,2860015,,,,    .  .  ,1995,???
Dávid Katalin Zsuzsanna,Kötelezõk röviden : Kötelezõ olvasmányok az általános iskola 4-8. osztálya számára,,,2-003710,2860114,,,9638199377,    .  .  ,1995,???
Bíró Sándor,Mátyás király,,,2-003711,2881829,,,9732604220,    .  .  ,1995,???
"Lindgren, Astrid","Ronja, a rabló lánya",,,2-003712,2860664,,,9631173127,    .  .  ,1995,???
Szép Ernõ,Mátyás király tréfái,,,2-003713,2870748,,,9631172937,    .  .  ,1995,???
Tersánszky J. Jenõ,Misi mókus kalandjai,,,2-003714,2871158,,,9637744630,    .  .  ,1975,???
"Verne, Jules",Három orosz és három angol kalandjai,,,2-003715,2868462,,,963367025X,    .  .  ,1995,???
,A csizmás kandúr,,,2-003717,2872001,,,963852149X,    .  .  ,1995,???
Arany László,"Hol volt, hol nem volt",,,2-003721,2872575,,,9631171051,    .  .  ,1995,???
Benedek Elek,Toldi Miklós : Arany János balladája nyomán,,,2-003722,2871325,,,9638538686,    .  .  ,1995,???
"Courths-Mahler, Hedwig",Csendes tó,,,2-003723,2847849,,,9638068590,    .  .  ,1995,???
Jókai Mór,Elbeszélések,,,2-003724,2858425,,,9637519521,    .  .  ,1994,???
Lovas Ágnes,"Barátaim, az állatok",,,2-003725,2870809,,,9638366141,    .  .  ,1995,???
Mikszáth Kálmán,Tót atyafiak ; A jó palócok,,,2-003726,2862040,,,9638396547,    .  .  ,1995,???
Nagy László,Válogatott versek,,,2-003727,2864174,,,9638396539,    .  .  ,1995,???
Mikszáth Kálmán,A két koldusdiák,,,2-003728,2861982,,,9637438807,    .  .  ,1994,???
Zrínyi Miklós,Szigeti veszedelem,,,2-003729,2869414,,,9637438378,    .  .  ,É.N.,???
Kovács Sándor,Bartók Béla,,,2-003731,2878409,,,9638278102,    .  .  ,1995,???
,55 híres opera,,,2-003732,2883922,,,9631173038,    .  .  ,1993,???
,Földrajzi atlasz,,,2-003733,2881171,,,9638536306,    .  .  ,1995,???
"Wolf, Kate",Lassie és a kastély titka,,,2-003734,2868820,,,9638044071,    .  .  ,1995,???
Szilágyi Eszter Anna,Nagymaminak szeretettel,,,2-003735,2864273,,,9631173119,    .  .  ,1995,???
"Pilcher, Rosamunde",Kisded játékok,,,2-003736,2863061,,,9635481993,    .  .  ,1995,???
Pelyhe Andrásné,"Anyám, légy reménységben : Jeles ünnepnapok : Anyák napi köszöntõk",,,2-003737,2873022,,,9638541105,    .  .  ,1995,???
Nyitrai József,10 híres mese az állatokról : meséljünk és hajtogassunk együtt a gyerekekkel,,,2-003738,2875170,,,9634341446,    .  .  ,1995,???
"Disney, Walt",Hófehérke látogatása a törpéknél,,,2-003741,2872377,,,9636270244,    .  .  ,1995,???
Benedek Elek,Nagy magyarok élete : Válogatás,,,2-003742,2852812,,,9633461162,    .  .  ,1995,???
Pelyhe Andrásné,Ünnepel az iskola : Évnyitótól évzáróig,,,2-003743,2865232,,,963854113,    .  .  ,1995,???
"Gibson, Ray",Ügyeskedj tûvel és cérnával : alsó tagozatos kézimunka,,,2-003744,2875484,,,9638436050,    .  .  ,1995,???
Tamás Ferenc,Magyar irodalmi kalauz : Szent István intelmeitõl Petõfiig,,,2-003745,2880907,,,9631867625,    .  .  ,1995,???
,"A két nagy háború : A "" boldog huszas évek""-tõl a hidegháborúig",,,2-003746,2882413,,,9634770312,    .  .  ,1993,???
,Mai világunk: gondok és örömök : Berlini faltól az egyesült Európáig,,,2-003747,2885896,,,9634770320,    .  .  ,1993,???
Bertényi Iván,Magyarország rövid története,,,2-003748,2884059,,,9638543523,    .  .  ,1995,???
"Steel, Danielle",Az igaz szerelem,,,2-003750,2866383,,,9636980071,    .  .  ,1993,???
Farkas Árpád,Szeretni tehozzád szegõdtem: 200 magyar szerelmes vers,,,2-003751,2867021,,,9638138076,    .  .  ,1995,???
"Krämer, Eva-Maria",A német juhászkutya,,,2-003753,2878355,,,9637314148,    .  .  ,1996,???
Borszékiné Rétháti Ágnes,Fõzõkanalat a lányok kezébe : Gödöllõ népi szakácskönyve,,,2-003754,2876405,,,9637812474,    .  .  ,1996,???
"Guile, Gill",Az égig érõ paszuly,,,2-003755,2873787,,,9633670497,    .  .  ,1996,???
Kéry Viola,"Mondókák, játékok, régi mesék",,,2-003756,2869988,,,963650248X,    .  .  ,1996,???
"Nöstlinger, Christine","Fel a fejjel, anyukák",,,2-003757,2863405,,,9635480954,    .  .  ,1995,???
Örkény István,Egyperces novellák,,,2-003758,2863191,,,9637948724,    .  .  ,1996,???
Károssy Csaba,A múlt idõk nótás könyve : 77+1 magyar nóta,,,2-003759,2879604,,,9638122013,    .  .  ,1992,???
Károssy Csaba,A múlt idõk nótás könyve : 77+1 magyar nóta,,,2-003760,2879659,,,9638122013,    .  .  ,1993,???
Petõ Éva,Mit játszunk?: ezer játék kicsiknek és nagyoknak,,,2-003761,2875187,,,9636570701,    .  .  ,2001,???
Hajdú Ildikó,"Lányoknak, fiúknak egymásról : Kiskamaszok kézikönyve",,,2-003762,2877242,,,9638375353,    .  .  ,1996,???
Vörös Ferenc,Legyen biztos helyesírásunk!,,,2-003765,2880280,,,9631868818,    .  .  ,1996,???
Alexa Károly,Száz nagyon fontos vers : Versek és versmagyarázatok,,,2-003766,2880228,,,9639044008,    .  .  ,1996,???
Fekete István,Tíz szál gyertya,,,2-003767,2853888,,,9637523480,    .  .  ,1996,???
"Patterson,Phoebe-Louise",Makrancos menyasszony,,,2-003768,2862828,,,9639019038,    .  .  ,1996,???
"Travers, Pamela Lyndon",A csudálatos Mary,,,2-003769,2870755,,,9635390580,    .  .  ,1996,???
Mezõlaki Ágota,Cinci iskolába készül : Képességfejlesztõ mesefüzet,,,2-003770,2875231,,,9635390602,    .  .  ,1996,???
,A XX. század krónikája,,,2-003771,2882796,,,9634770045,    .  .  ,1994,???
Urbán László,Ajándék anyámnak,,,2-003772,2856063,,,9635482787,    .  .  ,1996,???
"Spock, Benjamin",Dr. Spock csecsemõ és gyermekgondozása,,,2-003773,2877341,,,9632423488,    .  .  ,1996,???
Kis Csaba,Amerikai Egyesült Államok,,,2-003774,2882024,,,9632438116,    .  .  ,1994,???
Szabó György,Ausztria,,,2-003775,2881768,,,9632435710,    .  .  ,1993,???
Szentirmai József,Németország,,,2-003776,2881669,,,9632435729,    .  .  ,1996,???
Benedek Elek,A magyar történelem nagyjai : Történelmi olvasókönyv,,,2-003777,2883809,,,9639034029,    .  .  ,1996,???
"Fontana, Anna Carlot",Brinkmann professzor új élete : a Fekete-erdei klinika folytatódik : regény,,,2-003779,2856568,,,9637846549,    .  .  ,1996,???
Körmendy Zsuzsa,Körkép : Huszonnyolc mai magyar író kisprózája,,,2-003780,2859866,,,,    .  .  ,1996,???
Móra Ferenc,Mondák és mesék,,,2-003781,2862194,,,9635390645,    .  .  ,1996,???
"Steel, Danielle",Erõszakkal vádolva,,,2-003782,2866482,,,9636540780,    .  .  ,1996,???
Bán Zoltán András,Szép versek 1995,,,2-003784,2867274,,,,    .  .  ,1996,???
"Wolf, Kate",Lassie és a barlang titka,,,2-003785,2868745,,,9638044128,    .  .  ,1996,???
Bitter Anikó,"Téli világ, de jó villág :Mikulás, karácsonyi és téli versek gyûjteménye",,,2-003786/01,2867595,,,,    .  .  ,1993,???
Bitter Anikó,"Téli világ, de jó villág :Mikulás, karácsonyi és téli versek gyûjteménye",,,2-003786/02,2867540,,,,    .  .  ,1993,???
Gács Judit,Szótagoló : munkafüzet,,,2-003787,2875378,,,9638276592,    .  .  ,1996,???
"Millard, Anne",Az emberiség története gyermekeknek : A civilizáció kezdetétõl a XX. századig,,,2-003792,2882109,,,9638276193,    .  .  ,1997,???
Arany László,A kis gömböc : Magyar népmesék Arany László gyûjtésébõl,,,2-003793,2875835,,,963854207,    .  .  ,1996,???
"Austen, Jane",Értelem és érzelem,,,2-003794,2855738,,,9639034010,    .  .  ,É.N.,???
"Courths-Mahler, Hedwig",Diana,,,2-003795,2847856,,,9638068981,    .  .  ,1996,???
"Hauff, Wilhelm",Minden meséje mûvelt ifjak és leányok részére,,,2-003796,2871189,,,9638340819,    .  .  ,1996,???
"Steel, Danielle",Míg a halál el nem választ,,,2-003797,2866239,,,9637866787,    .  .  ,1996,???
,A technika nagy enciklopédiája,,,2-003799,2877075,,,9638276851,    .  .  ,1996,???
"Abish, Walter",Német ez még?,,,2-003800,2856162,,,9636760470,    .  .  ,1996,???
"Baudrillard, Jean",Amerika,,,2-003801,2880402,,,9631420442,    .  .  ,1996,???
Horgas Béla,Új vers régi,,,2-003802,2857695,,,963790753X,    .  .  ,1996,???
"Jelavich, Barbara",A Balkán története,,,2-003803/01,2885056,,,9633791200,    .  .  ,2000,???
"Jelavich, Barbara",A Balkán története,,,2-003803/02,2885308,,,9633791200,    .  .  ,2000,???
Marosi Ernõ,A középkor mûvészete : [egyetemi tankönyv],,,2-003805,2878928,,,963133886X,    .  .  ,1996,???
Miklós Pál,Tus és ecset : kínai mûvelõdéstörténeti tanulmányok,,,2-003806,2882055,,,9637907521,    .  .  ,1996,???
Borbély Sándor,Ötven nagyon fontos gyerekkönyv : Mûismertetések és mûelemzések,,,2-003807,2880129,,,9638544422,    .  .  ,1996,???
Parti Nagy Lajos,Ibusár ; Mauzóleum : Színmûvek,,,2-003808,2863337,,,9636760535,    .  .  ,1996,???
Rainer M. János,Nagy Imre : Politikai életrajz,,,2-003809,2875033,,,9630465507,    .  .  ,1996,???
"Romei, Francesca",A szobrászat  az ókortól napjainkig,,,2-003810,2878515,,,9635390289,    .  .  ,1996,???
Schein Gábor,Elhangolás,,,2-003811,2865386,,,9635060734,    .  .  ,1996,???
Sterling János,Magyar reneszánsz kertmûvészet a XVI-XVII. században : mûvelõdéstörténeti tanulmányok,,,2-003812,2878577,,,9638477180,    .  .  ,1996,???
"Gogh, Vincent Van",Van Gogh válogatott levelei,,,2-003813,2878744,,,9638128232,    .  .  ,1996,???
Závada Pál,Mielõtt elsötétül,,,2-003814,2868707,,,9636760403,    .  .  ,1996,???
"Barnavi, Élie",A zsidó nép világtörténete : A patriarchák korától napjainkig,,,2-003815,2882840,,,9638168153,    .  .  ,1995,???
Gárdonyi Géza,Szüleim gyémántja voltam,,,2-003816,2871387,,,9634271340,    .  .  ,1996,???
"Valter, Edith",Megperzselt szívek,,,2-003819,2868240,,,9636540799,    .  .  ,1996,???
Benedek Elek,Szélike királykisasszony,,,2-003820,2871226,,,9639029459,    .  .  ,1996,???
"Courths-Mahler, Hedwig",Az elrabolt ereklye,,,2-003821,2847900,,,9632960459,    .  .  ,1996,???
Forrai Katalin,"Jár a baba, jár",,,2-003822,2872537,,,9633461448,    .  .  ,2004,???
Barta János,"""Napkirályok"" tündöklése ( Európaa XVI-XVIII. században)",,,2-003823,2882673,,,9632600878,    .  .  ,1996,???
Beke György,Barangolások Erdélyben,,,2-003824,2874647,,,9638033207,    .  .  ,1996,???
Fejtõ Ferenc,A Duna- parttól a Szajna-partig,,,2-003825,2881898,,,9637675574,    .  .  ,1996,???
"Flusser, Vilém",Az ágy,,,2-003826,2856667,,,9638541563,    .  .  ,1996,???
Fogarassy Miklós,Tardori-kalauz,,,2-003827,2880815,,,9635061048,    .  .  ,1996,???
"Foucher, Michel",A szexualitás története : A tudás akarása,,,2-003828,2875897,,,9637978763,    .  .  ,1996,???
Görgényi Frigyes,Egy bizonyos Marcel Duchamp,,,2-003829,2878690,,,9638541571,    .  .  ,1996,???
Hahn István,A zsidó nép története : a kezdetektõl napjainkig,,,2-003830,2882321,,,9637475265,    .  .  ,1996,???
"Kasper, Walter",Jézus a Krisztus,,,2-003831,2874449,,,9637964304,    .  .  ,1996,???
Kosztolányi Dezsõ,Kosztolányi Dezsõ : Levelek - Naplók,,,2-003832,2860039,,,9633791537,    .  .  ,1996,???
"Makine, Andrei",A francia hagyaték,,,2-003833,2860978,,,9637853537,    .  .  ,1996,???
"Malory, Thomas, Sir","Artur királynak és vitézeinek, a Kerek Asztal lovagjainak históriája",,,2-003834,2861173,,,9638128267,    .  .  ,1996,???
Marno János,Marokkõ : Versek,,,2-003835,2861135,,,9636051542,    .  .  ,1996,???
"Montanari, Massimo",Éhség és bõség : A táplálkozás európai kultúrtörténete,,,2-003836,2881959,,,963797881X,    .  .  ,1996,???
Pór Judit,Lóháton Rómában,,,2-003837,2880174,,,9638552026,    .  .  ,1996,???
"Meras, I.",Sára,,,2-003838,2861968,,,9633792428,    .  .  ,1996,???
"Mollat du Jourdin, Michel",Európa és a tenger,,,2-003839,2882284,,,9637978747,    .  .  ,1996,???
"Sólem, Aléchem",Vándorcsillagok,,,2-003840,2866352,,,963852958X,    .  .  ,1996,???
Szabó Árpád,A trójai háború,,,2-003841,2866017,,,963803842X,    .  .  ,1996,???
Szilágyi Ákos,Tetem és tabu : Egy viccbalzsamozó vallomásai,,,2-003842,2880211,,,9638541555,    .  .  ,1996,???
Kovács Zoltán,A színház csak ürügy : Keleti István utolsó ajándéka,,,2-003843,2881836,,,9630475731,    .  .  ,1996,???
Tóth László,A szex : Szociológia és társadalomtörténet,,,2-003844,2874791,,,9637476520,    .  .  ,1996,???
Tolnai Ottó,Végel(õ)adás,,,2-003845,2867366,,,9637932240,    .  .  ,1996,???
Vekerdi László,A véges végtelen,,,2-003846,2873657,,,9637546758,    .  .  ,1996,???
Vörös István,A csodaöreg : természetrajz,,,2-003847,2868912,,,9638277831,    .  .  ,1996,???
Grätzer József,"Sicc : Szórakoztató idõtöltések, cseles csalafintaságok",,,2-003853,2879635,,,9637855688,    .  .  ,1996,???
"Courths-Mahler, Hedwig",Titkos küldetés,,,2-003854,2847917,,,963296070X,    .  .  ,1997,???
