szerzõ,cím,leltári szám,vonalkód,ISBN szám,beszerzési dátum,kiadási év,szállító,dokumentum típus,statisztikai besorolás
Láng György,A Tamás templom karnagya : Johann Sebastian Bach életének regénye,2-001393,2860596,,    .  .  ,1964,???,könyv,???
Láng György,A Tamás templom karnagya : Johann Sebastian Bach életének regénye,2-001394,2860398,,    .  .  ,1964,???,könyv,???
Baranyi Ferenc,Az a merészség,2-001400,2851068,,    .  .  ,1966,???,könyv,???
"Cervantes, Saavedra Miguel de",Az elmés nemes Don Quijote de la Mancha,2-001402,2848280,,    .  .  ,1966,???,könyv,???
Takács Tibor,Thököly ifjúsága,2-001406,2867809,,    .  .  ,1966,???,könyv,???
"Diderot, Denis",Az apáca,2-001412,2853635,,    .  .  ,1966,???,könyv,???
"Hemingway, Ernest",Az öreg halász és a tenger,2-001417,2857718,,    .  .  ,1967,???,könyv,???
Jókai Mór,Akik kétszer halnak meg,2-001419/01,2858623,,    .  .  ,1966,???,könyv,???
Jókai Mór,Akik kétszer halnak meg,2-001419/02,2858678,,    .  .  ,1966,???,könyv,???
Bokoli Gyuláné,Csillagminták - szalagminták,2-001422,2877891,,    .  .  ,1967,???,könyv,???
Arany János,Toldi,2-001423,2855875,,    .  .  ,1967,???,könyv,???
Till Géza,Opera kézikönyv,2-001429,2879352,,    .  .  ,1967,???,könyv,???
Kormos István,Szerelmes ezüst kalendárium : Háromszázhatvanöt költõ háromszázhatvanöt verse,2-001431,2867120,,    .  .  ,1967,???,könyv,???
Fehér Klára,Ma éjjel ne aludj ; Partra szállt egy tengerész,2-001433,2853680,,    .  .  ,1967,???,könyv,???
"Shakespeare, William",Rómeó és Júlia,2-001434,2865614,9639523399,    .  .  ,1967,???,könyv,???
Barát Endre,Lidérc,2-001438,2851075,,    .  .  ,1965,???,könyv,???
Illés Béla,Aranyliba : Összegyûjtött elbeszélések. 1920-1964,2-001441,2857947,,    .  .  ,1965,???,könyv,???
Karinthy Frigyes,Így írtok ti,2-001446/01,2859194,,    .  .  ,1963,???,könyv,???
Karinthy Frigyes,Így írtok ti,2-001446/02,2859248,,    .  .  ,1963,???,könyv,???
"Rostand, Edmond",Cyrano de Bergerac,2-001449,2865454,,    .  .  ,1963,???,könyv,???
"Solohov, Mihail Aleksandroviè",Feltört ugar,2-001450,2866192,,    .  .  ,1963,???,könyv,???
Tersánszky J. Jenõ,A szerelmes csóka és más elbeszélések,2-001451,2867649,,    .  .  ,1965,???,könyv,???
Zelk Zoltán,Zuzmara a rózsafán,2-001452,2868851,,    .  .  ,1964,???,könyv,???
Hollós Korvin Lajos,Komédiások,2-001459,2857879,,    .  .  ,1965,???,könyv,???
Bárány Tamás,Ágytól-asztaltól,2-001460,2851112,,    .  .  ,1967,???,könyv,???
Szabó Miklós,Orosz-magyar iskolai szótár ; magyar - orosz iskolai szótár,2-001463,2883465,,    .  .  ,1967,???,könyv,???
"Curtius, Rufus Q.",A makedón Nagy Sándor története,2-001466,2881881,,    .  .  ,1967,???,könyv,???
Ortutay Gyula,Kis magyar néprajz,2-001471,2876306,,    .  .  ,1966,???,könyv,???
Unger Mátyás,Magyarország története,2-001481,2884622,,    .  .  ,1965,???,könyv,???
"Reed, John","Tíz nap, amely megrengette a világot",2-001482,2884714,,    .  .  ,1967,???,könyv,???
Darvas Gábor,Bevezetõ a zene világába : A zenei hang,2-001504/01,2878706,,    .  .  ,1965,???,könyv,???
Darvas Gábor,Bevezetõ a zene világába : A zenekar hangszerei,2-001504/02,2878751,,    .  .  ,1965,???,könyv,???
Gyenes István,Akeringõtõl a mambóig,2-001508,2879031,,    .  .  ,1958,???,könyv,???
Baracskai Gáborné,Új horgolások,2-001509,2877839,,    .  .  ,1967,???,könyv,???
Ladányi Mihály,Utánad kószálok,2-001510,2860503,,    .  .  ,1965,???,könyv,???
Darvas Gábor,Zenei ABC,2-001511,2883724,,    .  .  ,1963,???,könyv,???
,Toll és ecset : Klasszikus magyar költõk versei,2-001514,2867878,,    .  .  ,1965,???,könyv,???
Fazekas László,A megvallott gyermekkor,2-001519,2853666,,    .  .  ,1965,???,könyv,???
Fodor Gábor,A boldogság udvara,2-001526,2856612,,    .  .  ,1962,???,könyv,???
Bokoli Gyuláné,Új szalagminták,2-001528,2877846,,    .  .  ,1961,???,könyv,???
Földes Péter,Hotel Drezda,2-001529,2856773,,    .  .  ,1965,???,könyv,???
Ormay Imre,Megbukott zenekritikák,2-001533,2879109,,    .  .  ,1963,???,könyv,???
Martinkó András,Elbeszélések a világirodalomból,2-001537,2853406,,    .  .  ,1965,???,könyv,???
Balázs György,"István király, az államalapító",2-001544,2851365,,    .  .  ,1968,???,könyv,???
Dalmáth Ferenc,Krapekok,2-001545,2854564,,    .  .  ,1966,???,könyv,???
Szilvási Lajos,Ködlámpa,2-001551,2866826,,    .  .  ,1967,???,könyv,???
Bisztray Gyula,Jókedvû magyar irodalom,2-001555,2858265,,    .  .  ,1968,???,könyv,???
Nemes György,Háló,2-001557,2864662,,    .  .  ,1967,???,könyv,???
Nemeskürty István,Ez történt Mohács után : Tudósítás a magyar történelem tizenöt esztendejérõl 1526-1541,2-001558,2884585,,    .  .  ,1966,???,könyv,???
Passuth László,Lagunák,2-001560,2863122,,    .  .  ,1967,???,könyv,???
Rákosy Gergely,Elmarasztalva : Brigitte Bardot,2-001561,2863733,,    .  .  ,1968,???,könyv,???
Sényi Imre,A filmtrükkök birodalmában,2-001567,2879499,,    .  .  ,1967,???,könyv,???
Hegedûs Géza,"A kentaur és az angyal : Esszék a világirodalom, a dramaturgia és az esztétika körébõl",2-001568,2857862,,    .  .  ,1968,???,könyv,???
Szakonyi Károly,Porcelán baba,2-001572,2867090,,    .  .  ,1967,???,könyv,???
Passuth László,Kutatóárok,2-001575,2863177,,    .  .  ,1966,???,könyv,???
Trencsényi Waldapfel Imre,Mitológia,2-001577,2874456,,    .  .  ,1968,???,könyv,???
Kulin Sándor,A tejtermelés és szarvasmarhaháztartás üzemgazdasági kérdédei,2-001588,2877310,,    .  .  ,1968,???,könyv,???
"Jakovlev, Jurij",Érclovas a város felett,2-001589,2858753,,    .  .  ,1968,???,könyv,???
"James, Henry",A csavar fordul egyet,2-001593,2858807,,    .  .  ,1969,???,könyv,???
"Stendhal, Henri Beyle",Henry Brulard élete,2-001597,2866475,,    .  .  ,1969,???,könyv,???
Tamkó Sirató Károly,A három ûrsziget,2-001599,2867816,,    .  .  ,1969,???,könyv,???
Fekete Sándor,"Petõfi, a vándorszínész",2-001601,2880716,,    .  .  ,1969,???,könyv,???
,Vidám délután : Mûsorfüzet 5-8-ik osztályosoknak,2-001604,2870281,,    .  .  ,1969,???,könyv,???
Jankovich Oszkár,Egy- és kétnyári virágok,2-001606,2877365,,    .  .  ,1969,???,könyv,???
Schweitzer Pál,Ember az embertelenségben : A háborús évek Ady-verseinek szimbolikus motívum-csoportjai,2-001609,2880549,,    .  .  ,1969,???,könyv,???
Köpeczi Béla,A huszadik század külföldi írói,2-001611,2882758,,    .  .  ,1968,???,könyv,???
Kenyeres Ágnes,Magyar életrajzi lexikon : A-K,2-001612,2882697,,    .  .  ,1967,???,könyv,???
Pernesz Gyula,"""Friss szelek fújnak...""",2-001614,2874531,,    .  .  ,1969,???,könyv,???
Lengyel Alfréd,Gyõr megye történetének írásos emlékei (1001-1918),2-001617,2869865,,    .  .  ,1965,???,könyv,???
"Mailer, Norman",Meztelenek és holtak,2-001629,2861005,,    .  .  ,1969,???,könyv,???
Száva István,A Menlo-parki varázsló : Edison életregénye,2-001630,2867113,,    .  .  ,1969,???,könyv,???
Madách Imre,Az ember tragédiája,2-001632,2861098,,    .  .  ,1969,???,könyv,???
Madách Imre,Az ember tragédiája,2-001633,2861142,,    .  .  ,1969,???,könyv,???
Heltai Jenõ,Álmokháza,2-001638,2857619,,    .  .  ,1969,???,könyv,???
Fehér Klára,"Perben, haragban",2-001639,2858203,,    .  .  ,1967,???,könyv,???
Karinthy Frigyes,Capillária : Gulliver hatodik útja,2-001641,2859040,,    .  .  ,1968,???,könyv,???
Mesterházi Lajos,Férfikor,2-001643,2861517,,    .  .  ,1967,???,könyv,???
Németh László,Irgalom,2-001644/01,2864310,,    .  .  ,1968,???,könyv,???
Németh László,Irgalom,2-001644/02,2864365,,    .  .  ,1968,???,könyv,???
Passuth László,A harmadik udvarmester,2-001645,2863221,,    .  .  ,1968,???,könyv,???
Szabó Magda,A Danaida,2-001648,2867052,,    .  .  ,1968,???,könyv,???
Tabi László,Tücsök és bogár,2-001649,2866710,,    .  .  ,1967,???,könyv,???
Tamási Áron,Ábel a rengetegben,2-001650,2867748,,    .  .  ,1969,???,könyv,???
Ady Endre,Ady Endre összes versei,2-001652,2856124,,    .  .  ,1967,???,könyv,???
Babits Mihály,Jónás könyve,2-001653,2855677,,    .  .  ,É.N.,???,könyv,???
"Faulkner, William",Megszületik augusztusban,2-001655,2853017,,    .  .  ,1965,???,könyv,???
"Mann, Thomas","Doktor Faustus : Adrian Leverkühn, német zeneszerzõ élete...",2-001658,2861340,,    .  .  ,1967,???,könyv,???
Németh László,Emberi színjáték,2-001659/01,2864518,,    .  .  ,1966,???,könyv,???
Németh László,Emberi színjáték,2-001659/02,2864464,,    .  .  ,1966,???,könyv,???
Voigt Vilmos,A három özvegy miniszter : Koreai népmesék,2-001664,2868769,,    .  .  ,1966,???,könyv,???
Barabás Tibor,Mozart párizsi utazása : Beethoven : Chopin : Három portré,2-001667,2851129,,    .  .  ,1966,???,könyv,???
Lukács Ernõné,Feladatok és megoldások,2-001669,2876160,,    .  .  ,1969,???,könyv,???
Betlen Katalin,"Ki kicsoda ? : Életrajzi lexikon magyar és külföldi személyiségekrõl, kortársainkról",2-001670,2882642,,    .  .  ,1969,???,könyv,???
Kenyeres Ágnes,Magyar életrajzi lexikon : L-Z,2-001672,2882741,,    .  .  ,1969,???,könyv,???
"Cervantes, Saavedra Miguel de",Az elmés nemes Don Quijote de la Mancha,2-001674,2853697,,    .  .  ,1965,???,könyv,???
Péterfy Jenõ,Péterfy Jenõ válogatott mûvei,2-001679,2863313,,    .  .  ,1962,???,könyv,???
Szántó György,A javíthatatlan javító,2-001684,2866697,,    .  .  ,1961,???,könyv,???
Szabolcsi Bence,Zenei lexikon,2-001687,2883625,,    .  .  ,1965,???,könyv,???
Szabolcsi Bence,Zenei lexikon,2-001688,2883823,,    .  .  ,1965,???,könyv,???
Szabolcsi Bence,Zenei lexikon,2-001689,2883878,,    .  .  ,1965,???,könyv,???
"McCarthy, Mary",Vietnami jelentés,2-001701,2881089,,    .  .  ,1969,???,könyv,???
Berényi György,Levél a Paradicsomból,2-001716,2852744,,    .  .  ,1968,???,könyv,???
"Fagyejev, Alekszandr",Tizenkilencen,2-001717,2853109,,    .  .  ,1967,???,könyv,???
Goda Gábor,Ördögûzés : Összegyûjtött elbeszélések,2-001718/01,2857305,,    .  .  ,1963,???,könyv,???
Goda Gábor,Ördögûzés : Összegyûjtött elbeszélések,2-001718/02,2857350,,    .  .  ,1963,???,könyv,???
Antal Gábor,Egy szál gyertya,2-001720,2855967,,    .  .  ,1969,???,könyv,???
Hámori Ottó,Ráktérítõ,2-001721,2857374,,    .  .  ,1967,???,könyv,???
"Goethe, Johann Wolfgang von",Faust,2-001723,2857459,,    .  .  ,1967,???,könyv,???
Berde Mária,Romuald és Adriána,2-001724,2852782,,    .  .  ,1969,???,könyv,???
Földes Mihály,A parancs,2-001725,2856827,,    .  .  ,1969,???,könyv,???
Bertha Bulcsu,A nyár utolsó napja,2-001727,2852683,,    .  .  ,1968,???,könyv,???
"Grass, Günther",Macska és egér,2-001729,2856933,,    .  .  ,1968,???,könyv,???
"Jens, Walter",Elfelejtett arcok,2-001730,2858692,,    .  .  ,1964,???,könyv,???
"Calinescu, George",Szegény Ioanido,2-001731,2852089,,    .  .  ,1968,???,könyv,???
Köpeczi Béla,A huszadik század külföldi írói,2-001733,2882802,,    .  .  ,1968,???,könyv,???
Euripidész,Bakkhánsnõk,2-001735,2853192,,    .  .  ,É.N.,???,könyv,???
"Gorkij, Makszim",Az Artamonovok,2-001737,2857299,,    .  .  ,1967,???,könyv,???
"Andersen Nexö, Martin","Ditte, az ember lánya",2-001740,2862859,,    .  .  ,1971,???,könyv,???
"Carpentier, Alejo",Földi királyság,2-001743,2848365,,    .  .  ,1971,???,könyv,???
"Eaubonne, Francoise d'",A kamasz költõ,2-001745,2853444,,    .  .  ,1971,???,könyv,???
Gárdonyi Géza,Ki-ki a párjával ; Az öreg tekintetes,2-001749,2856902,,    .  .  ,1971,???,könyv,???
Tóth Eszter,Apu,2-001751,2867977,,    .  .  ,1971,???,könyv,???
"Gary, Romain",Lady L.,2-001757,2856353,,    .  .  ,1971,???,könyv,???
"West, Nathanael",Sáskajárás,2-001763,2868677,,    .  .  ,1971,???,könyv,???
"Vargas Llosa, Mario",A város és a kutyák,2-001764,2868493,,    .  .  ,1971,???,könyv,???
Demeter Imre,Köszönöm a tüzet...: Tímár József élete,2-001766,2879345,,    .  .  ,1971,???,könyv,???
"Manzoni, Alessandro",A jegyesek,2-001769,2860985,,    .  .  ,1971,???,könyv,???
Sárosi Bálint,Cigányzene...,2-001770,2879208,,    .  .  ,1971,???,könyv,???
"Villon, François",Villon összes versei,2-001771,2868660,,    .  .  ,1971,???,könyv,???
"Puskin, Alekszandr Szergejevics",Jevgenyij Anyegin,2-001772,2863504,,    .  .  ,1971,???,könyv,???
"Tuglas, Friedebert",A kis Illimar,2-001779,2868189,,    .  .  ,1971,???,könyv,???
"Styron, William",Feküdj le sötétben,2-001786,2866574,,    .  .  ,1971,???,könyv,???
Molnár Zoltán,Búcsú a Jóistentõl,2-001787,2862408,,    .  .  ,1971,???,könyv,???
"Fallaci, Oriana",Ha maghal a Nap,2-001791,2853055,,    .  .  ,1971,???,könyv,???
Déry Tibor,Ítélet nincs,2-001793,2854922,,    .  .  ,1971,???,könyv,???
"Bates, Herbert Ernest",Jó széllel francia partra,2-001796,2852973,,    .  .  ,1971,???,könyv,???
"Bezimenszkij, Lev Alekszandrovics",Hitler halála,2-001799,2884035,,    .  .  ,1971,???,könyv,???
Bogdánfi Sándor,Hallgatni nem arany,2-001806,2852416,,    .  .  ,1971,???,könyv,???
"Jerome, Jerome K.",Három ember egy csónakban (nem számítván a kutyát),2-001807,2858593,,    .  .  ,1972,???,könyv,???
Erdõdy János,Sasoknál magasabban : Hunyadi Mátyás élete,2-001808,2853222,,    .  .  ,1971,???,könyv,???
Gyárfás Endre,Nyugtalan egriek,2-001809,2857060,,    .  .  ,1971,???,könyv,???
"Blandiana, Ana",Homokóra : Ötven vers,2-001810,2852553,,    .  .  ,1971,???,könyv,???
"Werfel, Franz",A nápolyi testvérek,2-001811,2869025,,    .  .  ,1972,???,könyv,???
Kardos G. György,Hová tûntek a katonák?,2-001812,2859453,,    .  .  ,1971,???,könyv,???
"Èapek, Karel",A szenvedelmes kertész,2-001813,2851983,,    .  .  ,1972,???,könyv,???
"France, Anatole",Jeanne d'Arc élete,2-001815,2856421,,    .  .  ,1972,???,könyv,???
"Šotola, Jiøí",Jézustársaság,2-001816,2866444,,    .  .  ,1971,???,könyv,???
"Tolsztoj, Lev Nyikolaevics",Feltámadás,2-001820,2867571,,    .  .  ,1971,???,könyv,???
Zsigray Julianna,Csendességi fogadalom,2-001821,2869568,,    .  .  ,1971,???,könyv,???
"Canetti, Elias",Marrákes hangjai,2-001826,2881065,,    .  .  ,1972,???,könyv,???
Bárány Tamás,"Város, esti fényben",2-001827,2851082,,    .  .  ,1972,???,könyv,???
"Bulgakov, Mihail Afanas'eviè",A Mester és Margarita,2-001829,2851914,,    .  .  ,1972,???,könyv,???
Bibó Lajos,Anyám,2-001830,2852645,,    .  .  ,1972,???,könyv,???
Juhász Ferenc,A mindenség szerelme : Titkok kapuja,2-001831,2858562,,    .  .  ,1972,???,könyv,???
Vörösmarty Mihály,Csongor és Tünde,2-001832,2869063,,    .  .  ,1972,???,könyv,???
Fekete István,Tüskevár,2-001834,2853826,,    .  .  ,1972,???,könyv,???
Antal Zoltán,A magyar sport évkönyve,2-001836,2883618,,    .  .  ,1972,???,könyv,???
"Borges, Jorge Luis",Körkörös romok,2-001837,2852409,,    .  .  ,1972,???,könyv,???
Vörösmarty Mihály,Csongor és Tünde,2-001839,2869117,,    .  .  ,1972,???,könyv,???
Hárs Ernõ,Lépcsõfokon,2-001843,2857275,,    .  .  ,1972,???,könyv,???
Kõmüves Imre,"Vészben, viharban...: Vági István élete",2-001846,2859538,,    .  .  ,1972,???,könyv,???
"Gorkij, Makszim",Az anya,2-001847,2864716,,    .  .  ,1972,???,könyv,???
Zoltán Péter,A képzelet varázslója : Jules Verne élete,2-001848,2869360,,    .  .  ,1972,???,könyv,???
Sigmond István,Valaki csenget,2-001849,2866055,,    .  .  ,1971,???,könyv,???
,"Sammy Davis, Jr",2-001850,2854724,,    .  .  ,1972,???,könyv,???
"Kadare, Ismail",A halott hadsereg tábornoka,2-001852,2858760,,    .  .  ,1972,???,könyv,???
Kahána Mózes,A boldog élet könyve,2-001855,2858890,,    .  .  ,1972,???,könyv,???
Pethõ Tibor,Amerika közelrõl,2-001862,2885100,,    .  .  ,1972,???,könyv,???
Katona Tamás,Emlékvirágzás : Amerikai szerelmes versek,2-001863,2853345,,    .  .  ,1972,???,könyv,???
Illés Béla,Ég a Tisza,2-001865,2857701,,    .  .  ,1969,???,könyv,???
"Kubátová, Marie",Az ifjú Werther szédelgései,2-001866,2860206,,    .  .  ,1972,???,könyv,???
Tatay Sándor,Puskák és galambok,2-001867,2867434,,    .  .  ,1972,???,könyv,???
Hunyady József,Aranyhorda,2-001868,2858098,,    .  .  ,1972,???,könyv,???
Móra Ferenc,Rab ember fiai,2-001869,2862293,,    .  .  ,1972,???,könyv,???
"Porter, Katherine Anne",Fakó ló fakó lovasa : Elbeszélések és kisregények,2-001870,2863801,,    .  .  ,1972,???,könyv,???
Janikovszky Éva,Aranyesõ,2-001876,2858555,,    .  .  ,1972,???,könyv,???
Horthy Miklós,Horthy Miklós titkos iratai,2-001877,2884493,,    .  .  ,1972,???,könyv,???
Balázs Dénes,Hátizsákkal Alaszkától Tûzföldig,2-001878,2881263,,    .  .  ,1972,???,könyv,???
"Èapek, Karel",Barangolások Európában,2-001880,2881041,,    .  .  ,1972,???,könyv,???
József Attila,A Dunánál,2-001881,2858319,,    .  .  ,1972,???,könyv,???
Lajta Kálmán,Legalább a lámpa égjen ; Vadházasság,2-001882,2860558,,    .  .  ,1972,???,könyv,???
"Kiš, Danilo",Korai bánat : Gyermekek és érzékenyek számára,2-001883,2859460,,    .  .  ,1971,???,könyv,???
Mikszáth Kálmán,A beszélõ köntös : A gavallérok,2-001884,2861876,,    .  .  ,1972,???,könyv,???
Czobor Ágnes,Rembrandt és köre,2-001892,2878737,,    .  .  ,1973,???,könyv,???
"Krüger, Renate",Az avignoni tánc,2-001894,2878591,,    .  .  ,1973,???,könyv,???
Bajomi Lázár Endre,Anatole France világa,2-001897,2879963,,    .  .  ,1973,???,könyv,???
"Pausztovszkij, Konsztantyin","Az Aranyrózsa : Vallomások az írói munkához, emlékezések",2-001898,2863269,,    .  .  ,1973,???,könyv,???
Dániel Anna,Hiányzik Szecsõ,2-001900,2854601,,    .  .  ,1973,???,könyv,???
Dániel Anna,Hiányzik Szecsõ,2-001901,2854625,,    .  .  ,1973,???,könyv,???
Eötvös József,A karthausi,2-001902,2853260,,    .  .  ,1973,???,könyv,???
Jókai Mór,A három királyok csillaga ; A szegénység útja,2-001905,2858388,,    .  .  ,1973,???,könyv,???
Jókai Mór,Szabadság a hó alatt vagy a Zöld könyv,2-001907,2858630,,    .  .  ,1973,???,könyv,???
Mészöly Miklós,Fekete gólya,2-001914,2870700,,    .  .  ,1973,???,könyv,???
Mikszáth Kálmán,Az eladó birtok,2-001915,2862026,,    .  .  ,1973,???,könyv,???
Müller Péter,Részeg józanok,2-001917,2864488,,    .  .  ,1973,???,könyv,???
,Pünkösdi királyság,2-001924,2863795,,    .  .  ,1972,???,könyv,???
"Sefner, Vagyim Szergejevics",A bánat nõvére,2-001926,2865522,,    .  .  ,1973,???,könyv,???
"Verne, Jules",Doktor Ox teóriája,2-001928,2868417,,    .  .  ,1973,???,könyv,???
Gyurkovics Tibor,Üveggolyó,2-001930,2871394,,    .  .  ,1973,???,könyv,???
Lajta Edit,Mûvészeti kislexikon,2-001934,2864808,,    .  .  ,1973,???,könyv,???
"Markov, Walter",Világtörténelmi kisenciklopédia,2-001935,2882260,,    .  .  ,1973,???,könyv,???
Lator László,A világirodalom legszebb versei,2-001936/01,2868608,,    .  .  ,1973,???,könyv,???
Lator László,A világirodalom legszebb versei,2-001936/02,2868554,,    .  .  ,1973,???,könyv,???
Albert Zsuzsa,A csönd margójára,2-001937,2856056,,    .  .  ,1974,???,könyv,???
Balázs Anna,Tettének oka ismeretlen,2-001940,2851372,9631500012,    .  .  ,1974,???,könyv,???
Balázs Anna,Tettének oka ismeretlen,2-001941,2851389,9631500012,    .  .  ,1974,???,könyv,???
Barabás Tibor,Három portré : Mozart párizsi utazása ; Beethoven ; Chopin,2-001942,2851167,,    .  .  ,1974,???,könyv,???
Bisztray  Ádám,"Elfelejtett tél, farkasokkal",2-001943,2852515,,    .  .  ,1974,???,könyv,???
Bisztray  Ádám,"Elfelejtett tél, farkasokkal",2-001944,2852522,,    .  .  ,1974,???,könyv,???
Bolgár György,A másodperc rései,2-001945,2852393,,    .  .  ,1974,???,könyv,???
Hidas Antal,Egy erõs topolya,2-001947,2857978,,    .  .  ,1974,???,könyv,???
